"","X","ANZSOC.Group","Alert.Level","date","Area.Unit","Meshblock","Territorial.Authority","District","Calls.for.Service.and.Prevention","Crime.and.NonCrime.Demand","Event.Category","No"
"889",598,"Common Assault",4,"1/03/2017","Onehunga South East.",600600,"Auckland.",NA,NA,NA,NA,NA
"890",599,"Common Assault",4,"1/03/2017","Whangarei Central.",99800,"Whangarei District.",NA,NA,NA,NA,NA
"891",600,"Common Assault",4,"1/03/2017","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",NA,NA,NA,NA,NA
"892",601,"Common Assault",4,"1/03/2017","Ohinemuri.",1083601,"Hauraki District.",NA,NA,NA,NA,NA
"893",602,"Common Assault",4,"1/03/2017","Milford.",3174900,"Southland District.",NA,NA,NA,NA,NA
"894",603,"Common Assault",4,"1/03/2017","Dannemora.",711709,"Auckland.",NA,NA,NA,NA,NA
"895",604,"Common Assault",4,"1/03/2017","Vipond.",173309,"Auckland.",NA,NA,NA,NA,NA
"896",605,"Common Assault",4,"1/03/2017","Cannons Creek North.",2046700,"Porirua City.",NA,NA,NA,NA,NA
"897",606,"Common Assault",4,"1/03/2017","Northcote.",2665600,"Christchurch City.",NA,NA,NA,NA,NA
"898",607,"Common Assault",4,"1/03/2017","Roberton.",382300,"Auckland.",NA,NA,NA,NA,NA
"899",608,"Common Assault",4,"1/03/2017","Taupo Central.",1273900,"Taupo District.",NA,NA,NA,NA,NA
"900",609,"Common Assault",4,"1/03/2017","Mangere Central.",740000,"Auckland.",NA,NA,NA,NA,NA
"901",610,"Aggravated Sexual Assault",4,"1/03/2017","Ashburton Central East.",2729900,"Ashburton District.",NA,NA,NA,NA,NA
"902",611,"Non-Aggravated Sexual Assault",4,"1/03/2017","Whakatane North.",1307300,"Whakatane District.",NA,NA,NA,NA,NA
"903",612,"Aggravated Sexual Assault",4,"1/03/2017","Gisborne Airport.",1375804,"Gisborne District.",NA,NA,NA,NA,NA
"904",613,"Aggravated Sexual Assault",4,"1/03/2017","Cathedral Square.",2648600,"Christchurch City.",NA,NA,NA,NA,NA
"905",614,"Non-Aggravated Sexual Assault",4,"1/03/2017","Port Nelson.",2325100,"Nelson City.",NA,NA,NA,NA,NA
"906",615,"Aggravated Sexual Assault",4,"1/03/2017","Kohimarama West.",503900,"Auckland.",NA,NA,NA,NA,NA
"907",616,"Aggravated Sexual Assault",4,"1/03/2017","Linwood North.",2612502,"Christchurch City.",NA,NA,NA,NA,NA
"908",617,"Non-Aggravated Sexual Assault",4,"1/03/2017","Feilding East.",1763500,"Manawatu District.",NA,NA,NA,NA,NA
"909",618,"Aggravated Sexual Assault",4,"1/03/2017","Wairoa.",1389200,"Wairoa District.",NA,NA,NA,NA,NA
"910",619,"Common Assault",3,"1/04/2017","Dingwall.",666900,"Auckland.",NA,NA,NA,NA,NA
"911",620,"Common Assault",3,"1/04/2017","Hamilton Central.",911800,"Hamilton City.",NA,NA,NA,NA,NA
"912",621,"Common Assault",3,"1/04/2017","Oranga.",603600,"Auckland.",NA,NA,NA,NA,NA
"913",622,"Common Assault",3,"1/04/2017","Eltham.",1635901,"South Taranaki District.",NA,NA,NA,NA,NA
"914",623,"Common Assault",3,"1/04/2017","Gisborne Central.",1370800,"Gisborne District.",NA,NA,NA,NA,NA
"915",624,"Common Assault",3,"1/04/2017","Tuff Crater.",364900,"Auckland.",NA,NA,NA,NA,NA
"916",625,"Common Assault",3,"1/04/2017","Hawea.",3028011,"Queenstown-Lakes District.",NA,NA,NA,NA,NA
"917",626,"Common Assault",3,"1/04/2017","Takapuna Central.",327000,"Auckland.",NA,NA,NA,NA,NA
"918",627,"Common Assault",3,"1/04/2017","Upper Riccarton.",2542500,"Christchurch City.",NA,NA,NA,NA,NA
"919",628,"Common Assault",3,"1/04/2017","Hamilton Central.",912400,"Hamilton City.",NA,NA,NA,NA,NA
"920",629,"Common Assault",3,"1/04/2017","Auckland Harbourside.",433001,"Auckland.",NA,NA,NA,NA,NA
"921",630,"Common Assault",3,"1/04/2017","Naenae South.",1953400,"Lower Hutt City.",NA,NA,NA,NA,NA
"922",631,"Common Assault",3,"1/04/2017","Favona West.",729902,"Auckland.",NA,NA,NA,NA,NA
"923",632,"Common Assault",3,"1/04/2017","Trafalgar.",2318900,"Nelson City.",NA,NA,NA,NA,NA
"924",633,"Common Assault",3,"1/04/2017","Ellerslie South.",611500,"Auckland.",NA,NA,NA,NA,NA
"925",634,"Common Assault",3,"1/04/2017","Laird Park.",1702400,"Wanganui District.",NA,NA,NA,NA,NA
"926",635,"Common Assault",3,"1/04/2017","Victoria.",1237300,"Rotorua District.",NA,NA,NA,NA,NA
"927",636,"Common Assault",3,"1/04/2017","Gladstone-Avenal.",3116000,"Invercargill City.",NA,NA,NA,NA,NA
"928",637,"Common Assault",3,"1/04/2017","Kaiapoi South.",2454200,"Waimakariri District.",NA,NA,NA,NA,NA
"929",638,"Common Assault",3,"1/04/2017","Tauranga Central.",1164000,"Tauranga City.",NA,NA,NA,NA,NA
"930",639,"Common Assault",3,"1/04/2017","Puhinui South.",780205,"Auckland.",NA,NA,NA,NA,NA
"931",640,"Common Assault",3,"1/04/2017","Matamata North.",1118102,"Matamata-Piako District.",NA,NA,NA,NA,NA
"932",641,"Common Assault",3,"1/04/2017","Awapuni North.",1801600,"Palmerston North City.",NA,NA,NA,NA,NA
"933",642,"Common Assault",3,"1/04/2017","Gisborne Central.",1370900,"Gisborne District.",NA,NA,NA,NA,NA
"934",643,"Common Assault",3,"1/04/2017","Cambridge Central.",965100,"Waipa District.",NA,NA,NA,NA,NA
"935",644,"Common Assault",3,"1/04/2017","Point Chevalier East.",396600,"Auckland.",NA,NA,NA,NA,NA
"936",645,"Common Assault",3,"1/04/2017","Rongomai.",712304,"Auckland.",NA,NA,NA,NA,NA
"937",646,"Common Assault",3,"1/04/2017","Bush Road.",2963500,"Dunedin City.",NA,NA,NA,NA,NA
"938",647,"Common Assault",3,"1/04/2017","Hamilton Central.",911800,"Hamilton City.",NA,NA,NA,NA,NA
"939",648,"Common Assault",3,"1/04/2017","Waimumu North.",227305,"Auckland.",NA,NA,NA,NA,NA
"940",649,"Common Assault",3,"1/04/2017","Putaruru.",1130800,"South Waikato District.",NA,NA,NA,NA,NA
"941",650,"Common Assault",3,"1/04/2017","Lynnmall.",266000,"Auckland.",NA,NA,NA,NA,NA
"942",651,"Common Assault",3,"1/04/2017","Auckland Central West.",433801,"Auckland.",NA,NA,NA,NA,NA
"943",652,"Common Assault",3,"1/04/2017","Ahuriri.",1418900,"Napier City.",NA,NA,NA,NA,NA
"944",653,"Common Assault",3,"1/04/2017","Auckland Harbourside.",438103,"Auckland.",NA,NA,NA,NA,NA
"945",654,"Common Assault",3,"1/04/2017","Sunnyvale.",277902,"Auckland.",NA,NA,NA,NA,NA
"946",655,"Common Assault",3,"1/04/2017","Central Gore.",3061100,"Gore District.",NA,NA,NA,NA,NA
"947",656,"Common Assault",3,"1/04/2017","Leamington West.",966800,"Waipa District.",NA,NA,NA,NA,NA
"948",657,"Common Assault",3,"1/04/2017","Tauranga Central.",1166000,"Tauranga City.",NA,NA,NA,NA,NA
"949",658,"Common Assault",3,"1/04/2017","Queenstown Bay.",3033500,"Queenstown-Lakes District.",NA,NA,NA,NA,NA
"950",659,"Common Assault",3,"1/04/2017","New Plymouth Central.",1593800,"New Plymouth District.",NA,NA,NA,NA,NA
"951",660,"Common Assault",3,"1/04/2017","Blenheim Central.",2299000,"Marlborough District.",NA,NA,NA,NA,NA
"952",661,"Common Assault",3,"1/04/2017","Moncks Bay.",2702000,"Christchurch City.",NA,NA,NA,NA,NA
"953",662,"Common Assault",3,"1/04/2017","Westlake.",304200,"Auckland.",NA,NA,NA,NA,NA
"954",663,"Common Assault",3,"1/04/2017","Gisborne Central.",1371100,"Gisborne District.",NA,NA,NA,NA,NA
"955",664,"Common Assault",3,"1/04/2017","Hutt Central.",1967400,"Lower Hutt City.",NA,NA,NA,NA,NA
"956",665,"Common Assault",3,"1/04/2017","Highbrook.",711500,"Auckland.",NA,NA,NA,NA,NA
"957",666,"Common Assault",3,"1/04/2017","Churton Park South.",2086801,"Wellington City.",NA,NA,NA,NA,NA
"958",667,"Common Assault",3,"1/04/2017","New Plymouth Central.",1594300,"New Plymouth District.",NA,NA,NA,NA,NA
"959",668,"Common Assault",3,"1/04/2017","Trafalgar.",2319800,"Nelson City.",NA,NA,NA,NA,NA
"960",669,"Common Assault",3,"1/04/2017","Mangere Central.",740500,"Auckland.",NA,NA,NA,NA,NA
"961",670,"Common Assault",3,"1/04/2017","Pauatahanui.",2072000,"Porirua City.",NA,NA,NA,NA,NA
"962",671,"Common Assault",3,"1/04/2017","Lynnmall.",265100,"Auckland.",NA,NA,NA,NA,NA
"963",672,"Common Assault",3,"1/04/2017","Mt Victoria.",328600,"Auckland.",NA,NA,NA,NA,NA
"964",673,"Common Assault",3,"1/04/2017","Mangere South.",726400,"Auckland.",NA,NA,NA,NA,NA
"965",674,"Common Assault",3,"1/04/2017","Auckland Central West.",435700,"Auckland.",NA,NA,NA,NA,NA
"966",675,"Common Assault",3,"1/04/2017","Rosebank.",389400,"Auckland.",NA,NA,NA,NA,NA
"967",676,"Common Assault",3,"1/04/2017","Isel Park.",2342700,"Nelson City.",NA,NA,NA,NA,NA
"968",677,"Common Assault",3,"1/04/2017","Takanini South.",765700,"Auckland.",NA,NA,NA,NA,NA
"969",678,"Common Assault",3,"1/04/2017","Hamilton Central.",911300,"Hamilton City.",NA,NA,NA,NA,NA
"970",679,"Common Assault",3,"1/04/2017","Great Barrier Island.",439000,"Auckland.",NA,NA,NA,NA,NA
"971",680,"Common Assault",3,"1/04/2017","Willis Street-Cambridge Terrace.",2131300,"Wellington City.",NA,NA,NA,NA,NA
"972",681,"Common Assault",3,"1/04/2017","Freemans Bay.",413800,"Auckland.",NA,NA,NA,NA,NA
"973",682,"Aggravated Sexual Assault",3,"1/04/2017","Akina.",1503100,"Hastings District.",NA,NA,NA,NA,NA
"974",683,"Non-Aggravated Sexual Assault",3,"1/04/2017","Mt Maunganui North.",1202901,"Tauranga City.",NA,NA,NA,NA,NA
"975",684,"Aggravated Sexual Assault",3,"1/04/2017","Cathedral Square.",2653200,"Christchurch City.",NA,NA,NA,NA,NA
"976",685,"Non-Aggravated Sexual Assault",3,"1/04/2017","Queenstown Hill.",3033700,"Queenstown-Lakes District.",NA,NA,NA,NA,NA
"977",686,"Non-Aggravated Sexual Assault",3,"1/04/2017","Epsom North.",457700,"Auckland.",NA,NA,NA,NA,NA
"978",687,"Aggravated Sexual Assault",3,"1/04/2017","Hastings Central.",1494400,"Hastings District.",NA,NA,NA,NA,NA
"979",688,"Aggravated Sexual Assault",3,"1/04/2017","Seaview.",2791100,"Timaru District.",NA,NA,NA,NA,NA
"980",689,"Non-Aggravated Sexual Assault",3,"1/04/2017","Hamilton Central.",911401,"Hamilton City.",NA,NA,NA,NA,NA
"981",690,"Common Assault",2,"1/05/2017","Puhinui South.",780205,"Auckland.",NA,NA,NA,NA,NA
"982",691,"Common Assault",2,"1/05/2017","Chedworth.",878200,"Hamilton City.",NA,NA,NA,NA,NA
"983",692,"Common Assault",2,"1/05/2017","Kerikeri.",53200,"Far North District.",NA,NA,NA,NA,NA
"984",693,"Common Assault",2,"1/05/2017","Cathedral Square.",2652900,"Christchurch City.",NA,NA,NA,NA,NA
"985",694,"Common Assault",2,"1/05/2017","Hoon Hay.",2633300,"Christchurch City.",NA,NA,NA,NA,NA
"986",695,"Common Assault",2,"1/05/2017","Auckland Central West.",434500,"Auckland.",NA,NA,NA,NA,NA
"987",696,"Common Assault",2,"1/05/2017","Sockburn.",2480000,"Christchurch City.",NA,NA,NA,NA,NA
"988",697,"Common Assault",2,"1/05/2017","Punaruku-Kiripaka.",61502,"Whangarei District.",NA,NA,NA,NA,NA
"989",698,"Common Assault",2,"1/05/2017","Cathedral Square.",2651700,"Christchurch City.",NA,NA,NA,NA,NA
"990",699,"Common Assault",2,"1/05/2017","Carterton.",2260800,"Carterton District.",NA,NA,NA,NA,NA
"991",700,"Common Assault",2,"1/05/2017","Wanganui Collegiate.",1721900,"Wanganui District.",NA,NA,NA,NA,NA
"992",701,"Common Assault",2,"1/05/2017","Glen Avon.",1559400,"New Plymouth District.",NA,NA,NA,NA,NA
"993",702,"Common Assault",2,"1/05/2017","Sunnynook.",189902,"Auckland.",NA,NA,NA,NA,NA
"994",703,"Common Assault",2,"1/05/2017","Seaview.",2792100,"Timaru District.",NA,NA,NA,NA,NA
"995",704,"Common Assault",2,"1/05/2017","Crinan.",3111000,"Invercargill City.",NA,NA,NA,NA,NA
"996",705,"Common Assault",2,"1/05/2017","St Heliers.",511200,"Auckland.",NA,NA,NA,NA,NA
"997",706,"Common Assault",2,"1/05/2017","Penrose.",622700,"Auckland.",NA,NA,NA,NA,NA
"998",707,"Common Assault",2,"1/05/2017","Grey Lynn East.",409100,"Auckland.",NA,NA,NA,NA,NA
"999",708,"Common Assault",2,"1/05/2017","Auckland Central West.",434000,"Auckland.",NA,NA,NA,NA,NA
"1000",709,"Common Assault",2,"1/05/2017","Otara East.",703800,"Auckland.",NA,NA,NA,NA,NA
"1001",710,"Common Assault",2,"1/05/2017","Newmarket.",451100,"Auckland.",NA,NA,NA,NA,NA
"1002",711,"Common Assault",2,"1/05/2017","Walmsley.",574900,"Auckland.",NA,NA,NA,NA,NA
"1003",712,"Common Assault",2,"1/05/2017","Manukau Central.",780209,"Auckland.",NA,NA,NA,NA,NA
"1004",713,"Common Assault",2,"1/05/2017","Kauri Park.",351600,"Auckland.",NA,NA,NA,NA,NA
"1005",714,"Common Assault",2,"1/05/2017","Auckland Central West.",433501,"Auckland.",NA,NA,NA,NA,NA
"1006",715,"Common Assault",2,"1/05/2017","Orewa.",171709,"Auckland.",NA,NA,NA,NA,NA
"1007",716,"Common Assault",2,"1/05/2017","Ferrymead.",2589700,"Christchurch City.",NA,NA,NA,NA,NA
"1008",717,"Common Assault",2,"1/05/2017","Otago University.",2868900,"Dunedin City.",NA,NA,NA,NA,NA
"1009",718,"Common Assault",2,"1/05/2017","Auckland Central West.",432700,"Auckland.",NA,NA,NA,NA,NA
"1010",719,"Common Assault",2,"1/05/2017","High St-Stuart St.",2899900,"Dunedin City.",NA,NA,NA,NA,NA
"1011",720,"Common Assault",2,"1/05/2017","Ahuriri.",1418900,"Napier City.",NA,NA,NA,NA,NA
"1012",721,"Common Assault",2,"1/05/2017","Bethlehem.",1191205,"Tauranga City.",NA,NA,NA,NA,NA
"1013",722,"Common Assault",2,"1/05/2017","Glenfield Central.",200000,"Auckland.",NA,NA,NA,NA,NA
"1014",723,"Common Assault",2,"1/05/2017","Takapuna Central.",324902,"Auckland.",NA,NA,NA,NA,NA
"1015",724,"Common Assault",2,"1/05/2017","Swanson.",238002,"Auckland.",NA,NA,NA,NA,NA
"1016",725,"Common Assault",2,"1/05/2017","Mt Wellington North.",627400,"Auckland.",NA,NA,NA,NA,NA
"1017",726,"Common Assault",2,"1/05/2017","Middleton.",2538800,"Christchurch City.",NA,NA,NA,NA,NA
"1018",727,"Common Assault",2,"1/05/2017","Cathedral Square.",2651700,"Christchurch City.",NA,NA,NA,NA,NA
"1019",728,"Common Assault",2,"1/05/2017","Moturoa.",1584601,"New Plymouth District.",NA,NA,NA,NA,NA
"1020",729,"Common Assault",2,"1/05/2017","Chedworth.",877800,"Hamilton City.",NA,NA,NA,NA,NA
"1021",730,"Common Assault",2,"1/05/2017","Rosedale.",3122000,"Invercargill City.",NA,NA,NA,NA,NA
"1022",731,"Common Assault",2,"1/05/2017","Newton.",412200,"Auckland.",NA,NA,NA,NA,NA
"1023",732,"Common Assault",2,"1/05/2017","Eden Terrace.",420600,"Auckland.",NA,NA,NA,NA,NA
"1024",733,"Common Assault",2,"1/05/2017","Avon Loop.",2653700,"Christchurch City.",NA,NA,NA,NA,NA
"1025",734,"Common Assault",2,"1/05/2017","Hastings Central.",1490800,"Hastings District.",NA,NA,NA,NA,NA
"1026",735,"Common Assault",2,"1/05/2017","St Leonards.",1486600,"Hastings District.",NA,NA,NA,NA,NA
"1027",736,"Common Assault",2,"1/05/2017","Drury.",808701,"Auckland.",NA,NA,NA,NA,NA
"1028",737,"Common Assault",2,"1/05/2017","Parnell West.",454700,"Auckland.",NA,NA,NA,NA,NA
"1029",738,"Common Assault",2,"1/05/2017","Waitangirua.",2059600,"Porirua City.",NA,NA,NA,NA,NA
"1030",739,"Common Assault",2,"1/05/2017","Takanini South.",765700,"Auckland.",NA,NA,NA,NA,NA
"1031",740,"Common Assault",2,"1/05/2017","Takanini North.",766500,"Auckland.",NA,NA,NA,NA,NA
"1032",741,"Common Assault",2,"1/05/2017","Fairdene.",233102,"Auckland.",NA,NA,NA,NA,NA
"1033",742,"Common Assault",2,"1/05/2017","Ashburton Central West.",2739100,"Ashburton District.",NA,NA,NA,NA,NA
"1034",743,"Common Assault",2,"1/05/2017","Taupo Central.",1273900,"Taupo District.",NA,NA,NA,NA,NA
"1035",744,"Common Assault",2,"1/05/2017","Claudelands.",863000,"Hamilton City.",NA,NA,NA,NA,NA
"1036",745,"Common Assault",2,"1/05/2017","Pukekohe North.",818500,"Auckland.",NA,NA,NA,NA,NA
"1037",746,"Common Assault",2,"1/05/2017","Mona Vale.",2470200,"Christchurch City.",NA,NA,NA,NA,NA
"1038",747,"Common Assault",2,"1/05/2017","Narrow Neck.",338902,"Auckland.",NA,NA,NA,NA,NA
"1039",748,"Common Assault",2,"1/05/2017","Waipukurau.",1520100,"Central Hawke's Bay District.",NA,NA,NA,NA,NA
"1040",749,"Common Assault",2,"1/05/2017","Whakatu.",1405700,"Hastings District.",NA,NA,NA,NA,NA
"1041",750,"Common Assault",2,"1/05/2017","Mangere South.",726300,"Auckland.",NA,NA,NA,NA,NA
"1042",751,"Common Assault",2,"1/05/2017","Fenton.",1243500,"Rotorua District.",NA,NA,NA,NA,NA
"1043",752,"Common Assault",2,"1/05/2017","Auckland Central East.",437701,"Auckland.",NA,NA,NA,NA,NA
"1044",753,"Common Assault",2,"1/05/2017","Arataki.",1201604,"Tauranga City.",NA,NA,NA,NA,NA
"1045",754,"Common Assault",2,"1/05/2017","Glenfield Central.",200000,"Auckland.",NA,NA,NA,NA,NA
"1046",755,"Common Assault",2,"1/05/2017","Mangere South.",727200,"Auckland.",NA,NA,NA,NA,NA
"1047",756,"Common Assault",2,"1/05/2017","Clendon South.",774434,"Auckland.",NA,NA,NA,NA,NA
"1048",757,"Common Assault",2,"1/05/2017","Whangarei Central.",100200,"Whangarei District.",NA,NA,NA,NA,NA
"1049",758,"Aggravated Sexual Assault",2,"1/05/2017","Kingdale.",231900,"Auckland.",NA,NA,NA,NA,NA
"1050",759,"Aggravated Sexual Assault",2,"1/05/2017","Pirimai.",1449500,"Napier City.",NA,NA,NA,NA,NA
"1051",760,"Non-Aggravated Sexual Assault",2,"1/05/2017","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",NA,NA,NA,NA,NA
"1052",761,"Aggravated Sexual Assault",2,"1/05/2017","Roslyn.",1841800,"Palmerston North City.",NA,NA,NA,NA,NA
"1053",762,"Aggravated Sexual Assault",2,"1/05/2017","Charlton.",3052500,"Gore District.",NA,NA,NA,NA,NA
"1054",763,"Aggravated Sexual Assault",2,"1/05/2017","Auckland Central East.",437200,"Auckland.",NA,NA,NA,NA,NA
"1055",764,"Non-Aggravated Sexual Assault",2,"1/05/2017","Dairy Flat-Redvale.",175907,"Auckland.",NA,NA,NA,NA,NA
"1056",765,"Aggravated Sexual Assault",2,"1/05/2017","Westgate.",224306,"Auckland.",NA,NA,NA,NA,NA
"1057",766,"Non-Aggravated Sexual Assault",2,"1/05/2017","Swarbrick.",916800,"Hamilton City.",NA,NA,NA,NA,NA
"1058",767,"Aggravated Sexual Assault",2,"1/05/2017","Herald.",221000,"Auckland.",NA,NA,NA,NA,NA
"1059",768,"Aggravated Sexual Assault",2,"1/05/2017","Naylor.",883100,"Hamilton City.",NA,NA,NA,NA,NA
"1060",769,"Common Assault",2,"1/05/2017","Masterton Central.",2244200,"Masterton District.",NA,NA,NA,NA,NA
"1061",770,"Common Assault",2,"1/05/2017","Hope.",2359100,"Tasman District.",NA,NA,NA,NA,NA
"1062",771,"Common Assault",2,"1/05/2017","Pongakawa.",1213700,"Western Bay of Plenty District.",NA,NA,NA,NA,NA
"1063",772,"Common Assault",2,"1/05/2017","Waiopehu.",1858202,"Horowhenua District.",NA,NA,NA,NA,NA
"1064",773,"Common Assault",2,"1/05/2017","Waiotahi.",1336700,"Opotiki District.",NA,NA,NA,NA,NA
"1065",774,"Common Assault",2,"1/05/2017","Otorohanga.",997500,"Otorohanga District.",NA,NA,NA,NA,NA
"1066",775,"Common Assault",2,"1/05/2017","999999",-55,"Auckland.",NA,NA,NA,NA,NA
"1067",776,"Common Assault",2,"1/05/2017","999999",-66,"Auckland.",NA,NA,NA,NA,NA
"1068",777,"Common Assault",2,"1/05/2017","Hamlin.",640400,"Auckland.",NA,NA,NA,NA,NA
"1069",778,"Common Assault",2,"1/05/2017","Hillcrest West.",888100,"Hamilton City.",NA,NA,NA,NA,NA
"1070",779,"Common Assault",2,"1/05/2017","Point England.",477000,"Auckland.",NA,NA,NA,NA,NA
"1071",780,"Common Assault",2,"1/05/2017","Clendon South.",774424,"Auckland.",NA,NA,NA,NA,NA
"1072",781,"Common Assault",2,"1/05/2017","Manukau Central.",781200,"Auckland.",NA,NA,NA,NA,NA
"1073",782,"Common Assault",2,"1/05/2017","Marewa.",1434400,"Napier City.",NA,NA,NA,NA,NA
"1074",783,"Common Assault",2,"1/05/2017","Kaiti South.",1385600,"Gisborne District.",NA,NA,NA,NA,NA
"1075",784,"Common Assault",2,"1/05/2017","Aranui.",2574000,"Christchurch City.",NA,NA,NA,NA,NA
"1076",785,"Common Assault",2,"1/05/2017","Kaitangata.",2985200,"Clutha District.",NA,NA,NA,NA,NA
"1077",786,"Aggravated Sexual Assault",2,"1/05/2017","Otorohanga.",997000,"Otorohanga District.",NA,NA,NA,NA,NA
"1078",787,"Aggravated Sexual Assault",2,"1/05/2017","Ferrymead.",2589800,"Christchurch City.",NA,NA,NA,NA,NA
"1079",788,"Common Assault",4,"1/03/2017","999999",-59,"Auckland.",NA,NA,NA,NA,NA
"1080",789,"Common Assault",4,"1/03/2017","High St-Stuart St.",2899900,"Dunedin City.",NA,NA,NA,NA,NA
"1081",790,"Common Assault",4,"1/03/2017","Murupara.",1328800,"Whakatane District.",NA,NA,NA,NA,NA
"1082",791,"Common Assault",4,"1/03/2017","Queenwood.",879602,"Hamilton City.",NA,NA,NA,NA,NA
"1083",792,"Common Assault",4,"1/03/2017","Wigram.",2481000,"Christchurch City.",NA,NA,NA,NA,NA
"1084",793,"Common Assault",4,"1/03/2017","Twyford.",1471201,"Hastings District.",NA,NA,NA,NA,NA
"1085",794,"Common Assault",4,"1/03/2017","Arrowtown.",3034907,"Queenstown-Lakes District.",NA,NA,NA,NA,NA
"1086",795,"Common Assault",4,"1/03/2017","Clendon South.",774431,"Auckland.",NA,NA,NA,NA,NA
"1087",796,"Common Assault",4,"1/03/2017","Manurewa Central.",751600,"Auckland.",NA,NA,NA,NA,NA
"1088",797,"Common Assault",4,"1/03/2017","Mona Vale.",2470500,"Christchurch City.",NA,NA,NA,NA,NA
"1089",798,"Common Assault",4,"1/03/2017","Mairehau.",2679100,"Christchurch City.",NA,NA,NA,NA,NA
"1090",799,"Common Assault",4,"1/03/2017","Glen Innes West.",476100,"Auckland.",NA,NA,NA,NA,NA
"1091",800,"Common Assault",4,"1/03/2017","Auckland Central West.",434300,"Auckland.",NA,NA,NA,NA,NA
"1092",801,"Common Assault",4,"1/03/2017","Sunnyvale.",277902,"Auckland.",NA,NA,NA,NA,NA
"1093",802,"Common Assault",4,"1/03/2017","Gladstone-Avenal.",3115300,"Invercargill City.",NA,NA,NA,NA,NA
"1094",803,"Common Assault",4,"1/03/2017","Huntly West.",851800,"Waikato District.",NA,NA,NA,NA,NA
"1095",804,"Common Assault",4,"1/03/2017","Palmerston North Central.",1828700,"Palmerston North City.",NA,NA,NA,NA,NA
"1096",805,"Common Assault",4,"1/03/2017","Sandringham West.",541400,"Auckland.",NA,NA,NA,NA,NA
"1097",806,"Common Assault",4,"1/03/2017","Cathedral Square.",2649300,"Christchurch City.",NA,NA,NA,NA,NA
"1098",807,"Common Assault",4,"1/03/2017","Newton.",411700,"Auckland.",NA,NA,NA,NA,NA
"1099",808,"Common Assault",4,"1/03/2017","Linwood North.",2612600,"Christchurch City.",NA,NA,NA,NA,NA
"1100",809,"Common Assault",4,"1/03/2017","Waimumu South.",228000,"Auckland.",NA,NA,NA,NA,NA
