"","District","date","Event.Type","Number of victims","Territorial.Authority","ANZSOC.Group"
"2799",NA,"1/11/18",NA,111804,"Auckland.","Common Assault"
"2800",NA,"1/11/18",NA,111813,"Auckland.","Serious Assault Resulting in Injury"
"2801",NA,"1/11/18",NA,111814,"Auckland.","Common Assault"
"2802",NA,"1/11/18",NA,111819,"Auckland.","Common Assault"
"2803",NA,"1/11/18",NA,111829,"Porirua City.","Common Assault"
"2804",NA,"1/11/18",NA,111834,"Porirua City.","Common Assault"
"2805",NA,"1/11/18",NA,111844,"Tauranga City.","Common Assault"
"2806",NA,"1/11/18",NA,111846,"Auckland.","Serious Assault Not Resulting in Injury"
"2807",NA,"1/11/18",NA,111849,"Auckland.","Common Assault"
"2808",NA,"1/11/18",NA,111854,"Waikato District.","Common Assault"
"2809",NA,"1/11/18",NA,111880,"Hamilton City.","Aggravated Sexual Assault"
"2810",NA,"1/11/18",NA,111882,"Upper Hutt City.","Non-Aggravated Sexual Assault"
"2811",NA,"1/11/18",NA,111885,"Wanganui District.","Aggravated Sexual Assault"
"2812",NA,"1/11/18",NA,111887,"Auckland.","Non-Aggravated Sexual Assault"
"2813",NA,"1/1/19",NA,113553,"Auckland.","Serious Assault Resulting in Injury"
"2814",NA,"1/1/19",NA,113558,"Wellington City.","Serious Assault Resulting in Injury"
"2815",NA,"1/1/19",NA,113564,"Auckland.","Common Assault"
"2816",NA,"1/1/19",NA,113569,"Auckland.","Common Assault"
"2817",NA,"1/1/19",NA,113574,"Waitaki District.","Common Assault"
"2818",NA,"1/1/19",NA,113579,"Waikato District.","Common Assault"
"2819",NA,"1/1/19",NA,113584,"Hamilton City.","Common Assault"
"2820",NA,"1/1/19",NA,113591,"Auckland.","Serious Assault Not Resulting in Injury"
"2821",NA,"1/1/19",NA,113596,"Auckland.","Serious Assault Not Resulting in Injury"
"2822",NA,"1/1/19",NA,113598,"Auckland.","Serious Assault Resulting in Injury"
"2823",NA,"1/1/19",NA,113603,"Hastings District.","Serious Assault Resulting in Injury"
"2824",NA,"1/1/19",NA,113608,"Tasman District.","Serious Assault Resulting in Injury"
"2825",NA,"1/1/19",NA,113609,"Auckland.","Common Assault"
"2826",NA,"1/1/19",NA,113614,"Auckland.","Common Assault"
"2827",NA,"1/1/19",NA,113619,"Porirua City.","Common Assault"
"2828",NA,"1/1/19",NA,113624,"Ashburton District.","Common Assault"
"2829",NA,"1/1/19",NA,113629,"Tauranga City.","Common Assault"
"2830",NA,"1/1/19",NA,113636,"Auckland.","Serious Assault Not Resulting in Injury"
"2831",NA,"1/1/19",NA,113641,"Wellington City.","Serious Assault Not Resulting in Injury"
"2832",NA,"1/1/19",NA,113646,"Auckland.","Serious Assault Not Resulting in Injury"
"2833",NA,"1/1/19",NA,113648,"Auckland.","Serious Assault Resulting in Injury"
"2834",NA,"1/1/19",NA,113653,"Taupo District.","Serious Assault Resulting in Injury"
"2835",NA,"1/1/19",NA,113658,"Clutha District.","Serious Assault Resulting in Injury"
"2836",NA,"1/1/19",NA,113664,"Auckland.","Common Assault"
"2837",NA,"1/1/19",NA,113669,"Marlborough District.","Common Assault"
"2838",NA,"1/1/19",NA,113674,"Thames-Coromandel District.","Common Assault"
"2839",NA,"1/1/19",NA,113679,"Wellington City.","Common Assault"
"2840",NA,"1/1/19",NA,113684,"Taupo District.","Common Assault"
"2841",NA,"1/1/19",NA,113691,"Wellington City.","Serious Assault Not Resulting in Injury"
"2842",NA,"1/1/19",NA,113696,"Timaru District.","Serious Assault Not Resulting in Injury"
"2843",NA,"1/1/19",NA,113701,"Christchurch City.","Serious Assault Not Resulting in Injury"
"2844",NA,"1/1/19",NA,113703,"Waikato District.","Serious Assault Resulting in Injury"
"2845",NA,"1/1/19",NA,113708,"Waikato District.","Serious Assault Resulting in Injury"
"2846",NA,"1/1/19",NA,113713,"Lower Hutt City.","Serious Assault Resulting in Injury"
"2847",NA,"1/1/19",NA,113719,"Auckland.","Common Assault"
"2848",NA,"1/1/19",NA,113724,"Auckland.","Common Assault"
"2849",NA,"1/1/19",NA,113729,"Auckland.","Common Assault"
"2850",NA,"1/1/19",NA,113734,"Auckland.","Common Assault"
"2851",NA,"1/1/19",NA,113741,"Auckland.","Serious Assault Not Resulting in Injury"
"2852",NA,"1/1/19",NA,113748,"Kaipara District.","Serious Assault Resulting in Injury"
"2853",NA,"1/1/19",NA,113753,"Tauranga City.","Serious Assault Resulting in Injury"
"2854",NA,"1/1/19",NA,113759,"Wellington City.","Common Assault"
"2855",NA,"1/1/19",NA,113764,"Auckland.","Common Assault"
"2856",NA,"1/1/19",NA,113769,"Taupo District.","Common Assault"
"2857",NA,"1/1/19",NA,113774,"Auckland.","Common Assault"
"2858",NA,"1/1/19",NA,113779,"Auckland.","Common Assault"
"2859",NA,"1/1/19",NA,113784,"Waimakariri District.","Common Assault"
"2860",NA,"1/1/19",NA,113786,"Wellington City.","Serious Assault Not Resulting in Injury"
"2861",NA,"1/1/19",NA,113791,"Invercargill City.","Serious Assault Not Resulting in Injury"
"2862",NA,"1/1/19",NA,113793,"Christchurch City.","Serious Assault Resulting in Injury"
"2863",NA,"1/1/19",NA,113798,"Nelson City.","Serious Assault Resulting in Injury"
"2864",NA,"1/1/19",NA,113803,"Kaipara District.","Serious Assault Resulting in Injury"
"2865",NA,"1/1/19",NA,113808,"Auckland.","Serious Assault Resulting in Injury"
"2866",NA,"1/1/19",NA,113816,"Nelson City.","Serious Assault Not Resulting in Injury"
"2867",NA,"1/1/19",NA,113818,"Far North District.","Serious Assault Resulting in Injury"
"2868",NA,"1/1/19",NA,113824,"Auckland.","Common Assault"
"2869",NA,"1/1/19",NA,113829,"Auckland.","Common Assault"
"2870",NA,"1/1/19",NA,113834,"Auckland.","Common Assault"
"2871",NA,"1/1/19",NA,113839,"Whakatane District.","Common Assault"
"2872",NA,"1/1/19",NA,113844,"Western Bay of Plenty District.","Common Assault"
"2873",NA,"1/1/19",NA,113846,"Waipa District.","Serious Assault Not Resulting in Injury"
"2874",NA,"1/1/19",NA,113851,"Auckland.","Serious Assault Not Resulting in Injury"
"2875",NA,"1/1/19",NA,113858,"Christchurch City.","Serious Assault Resulting in Injury"
"2876",NA,"1/1/19",NA,113863,"Auckland.","Serious Assault Resulting in Injury"
"2877",NA,"1/1/19",NA,113868,"Taupo District.","Serious Assault Resulting in Injury"
"2878",NA,"1/1/19",NA,113905,"Wellington City.","Aggravated Sexual Assault"
"2879",NA,"1/1/19",NA,113907,"Auckland.","Non-Aggravated Sexual Assault"
"2880",NA,"1/1/19",NA,113920,"Selwyn District.","Aggravated Sexual Assault"
"2881",NA,"1/1/19",NA,113922,"Lower Hutt City.","Non-Aggravated Sexual Assault"
"2882",NA,"1/1/19",NA,113927,"Hastings District.","Non-Aggravated Sexual Assault"
"2883",NA,"1/1/19",NA,113930,"Marlborough District.","Aggravated Sexual Assault"
"2884",NA,"1/6/18",NA,114359,"Auckland.","Common Assault"
"2885",NA,"1/6/18",NA,114364,"Porirua City.","Common Assault"
"2886",NA,"1/6/18",NA,114369,"Palmerston North City.","Common Assault"
"2887",NA,"1/6/18",NA,114371,"Christchurch City.","Serious Assault Not Resulting in Injury"
"2888",NA,"1/6/18",NA,114376,"Lower Hutt City.","Serious Assault Not Resulting in Injury"
"2889",NA,"1/6/18",NA,114379,"Napier City.","Common Assault"
"2890",NA,"1/6/18",NA,114389,"Tararua District.","Common Assault"
"2891",NA,"1/6/18",NA,114394,"Christchurch City.","Common Assault"
"2892",NA,"1/6/18",NA,114399,"Selwyn District.","Common Assault"
"2893",NA,"1/6/18",NA,114401,"Hastings District.","Serious Assault Not Resulting in Injury"
"2894",NA,"1/6/18",NA,114406,"Taupo District.","Serious Assault Not Resulting in Injury"
"2895",NA,"1/6/18",NA,114414,"Auckland.","Common Assault"
"2896",NA,"1/6/18",NA,114421,"Masterton District.","Serious Assault Not Resulting in Injury"
"2897",NA,"1/6/18",NA,114426,"Timaru District.","Serious Assault Not Resulting in Injury"
"2898",NA,"1/6/18",NA,114429,"Wanganui District.","Common Assault"
"2899",NA,"1/6/18",NA,114431,"Auckland.","Serious Assault Not Resulting in Injury"
"2900",NA,"1/6/18",NA,114439,"Rotorua District.","Common Assault"
"2901",NA,"1/6/18",NA,114441,"New Plymouth District.","Serious Assault Not Resulting in Injury"
"2902",NA,"1/6/18",NA,114449,"Hamilton City.","Common Assault"
"2903",NA,"1/6/18",NA,114454,"Whakatane District.","Common Assault"
"2904",NA,"1/6/18",NA,114456,"Auckland.","Serious Assault Not Resulting in Injury"
"2905",NA,"1/6/18",NA,114464,"Wellington City.","Common Assault"
"2906",NA,"1/6/18",NA,114466,"Wellington City.","Serious Assault Not Resulting in Injury"
"2907",NA,"1/6/18",NA,114480,"Stratford District.","Aggravated Sexual Assault"
"2908",NA,"1/6/18",NA,114485,"Auckland.","Aggravated Sexual Assault"
"2909",NA,"1/6/18",NA,114490,"Christchurch City.","Aggravated Sexual Assault"
"2910",NA,"1/6/18",NA,114495,"Hauraki District.","Aggravated Sexual Assault"
"2911",NA,"1/7/18",NA,114804,"Auckland.","Common Assault"
"2912",NA,"1/7/18",NA,114809,"Auckland.","Common Assault"
"2913",NA,"1/7/18",NA,114814,"Kapiti Coast District.","Common Assault"
"2914",NA,"1/7/18",NA,114819,"Christchurch City.","Common Assault"
"2915",NA,"1/7/18",NA,114826,"Opotiki District.","Serious Assault Not Resulting in Injury"
"2916",NA,"1/7/18",NA,114833,"Tauranga City.","Serious Assault Resulting in Injury"
"2917",NA,"1/7/18",NA,114839,"Hamilton City.","Common Assault"
"2918",NA,"1/7/18",NA,114844,"Auckland.","Common Assault"
"2919",NA,"1/7/18",NA,114849,"Auckland.","Common Assault"
"2920",NA,"1/7/18",NA,114854,"Whangarei District.","Common Assault"
"2921",NA,"1/7/18",NA,114861,"Taupo District.","Serious Assault Not Resulting in Injury"
"2922",NA,"1/7/18",NA,114868,"Auckland.","Serious Assault Resulting in Injury"
"2923",NA,"1/7/18",NA,114874,"Wellington City.","Common Assault"
"2924",NA,"1/7/18",NA,114879,"Christchurch City.","Common Assault"
"2925",NA,"1/7/18",NA,114884,"Far North District.","Common Assault"
"2926",NA,"1/7/18",NA,114889,"Ashburton District.","Common Assault"
"2927",NA,"1/7/18",NA,114894,"Hamilton City.","Common Assault"
"2928",NA,"1/7/18",NA,114901,"Auckland.","Serious Assault Not Resulting in Injury"
"2929",NA,"1/7/18",NA,114908,"Tauranga City.","Serious Assault Resulting in Injury"
"2930",NA,"1/7/18",NA,114913,"Waikato District.","Serious Assault Resulting in Injury"
"2931",NA,"1/7/18",NA,114918,"Auckland.","Serious Assault Resulting in Injury"
"2932",NA,"1/7/18",NA,114924,"Gisborne District.","Common Assault"
"2933",NA,"1/7/18",NA,114929,"Whangarei District.","Common Assault"
"2934",NA,"1/7/18",NA,114934,"Christchurch City.","Common Assault"
"2935",NA,"1/7/18",NA,114939,"New Plymouth District.","Common Assault"
"2936",NA,"1/7/18",NA,114944,"Auckland.","Common Assault"
"2937",NA,"1/7/18",NA,114949,"Hamilton City.","Common Assault"
"2938",NA,"1/7/18",NA,114951,"Buller District.","Serious Assault Not Resulting in Injury"
"2939",NA,"1/7/18",NA,114956,"Auckland.","Serious Assault Not Resulting in Injury"
"2940",NA,"1/7/18",NA,114963,"Hamilton City.","Serious Assault Resulting in Injury"
"2941",NA,"1/7/18",NA,114968,"Palmerston North City.","Serious Assault Resulting in Injury"
"2942",NA,"1/7/18",NA,114973,"Auckland.","Serious Assault Resulting in Injury"
"2943",NA,"1/7/18",NA,114979,"Wellington City.","Common Assault"
"2944",NA,"1/7/18",NA,114984,"Napier City.","Common Assault"
"2945",NA,"1/7/18",NA,114989,"Tauranga City.","Common Assault"
"2946",NA,"1/7/18",NA,114994,"Auckland.","Common Assault"
"2947",NA,"1/7/18",NA,114996,"Nelson City.","Serious Assault Not Resulting in Injury"
"2948",NA,"1/7/18",NA,115003,"Tauranga City.","Serious Assault Resulting in Injury"
"2949",NA,"1/7/18",NA,115009,"Clutha District.","Common Assault"
"2950",NA,"1/7/18",NA,115014,"Auckland.","Common Assault"
"2951",NA,"1/7/18",NA,115019,"Porirua City.","Common Assault"
"2952",NA,"1/7/18",NA,115024,"Hamilton City.","Common Assault"
"2953",NA,"1/7/18",NA,115029,"Wellington City.","Common Assault"
"2954",NA,"1/7/18",NA,115036,"Rotorua District.","Serious Assault Not Resulting in Injury"
"2955",NA,"1/7/18",NA,115043,"Auckland.","Serious Assault Resulting in Injury"
"2956",NA,"1/7/18",NA,115048,"Upper Hutt City.","Serious Assault Resulting in Injury"
"2957",NA,"1/7/18",NA,115049,"Auckland.","Common Assault"
"2958",NA,"1/7/18",NA,115059,"Wellington City.","Common Assault"
"2959",NA,"1/7/18",NA,115064,"Far North District.","Common Assault"
"2960",NA,"1/7/18",NA,115069,"Auckland.","Common Assault"
"2961",NA,"1/7/18",NA,115076,"Hastings District.","Serious Assault Not Resulting in Injury"
"2962",NA,"1/7/18",NA,115081,"Marlborough District.","Serious Assault Not Resulting in Injury"
"2963",NA,"1/7/18",NA,115083,"Auckland.","Serious Assault Resulting in Injury"
"2964",NA,"1/7/18",NA,115115,"Tasman District.","Aggravated Sexual Assault"
"2965",NA,"1/7/18",NA,115120,"Auckland.","Aggravated Sexual Assault"
"2966",NA,"1/7/18",NA,115122,"Wellington City.","Non-Aggravated Sexual Assault"
"2967",NA,"1/7/18",NA,115130,"Auckland.","Aggravated Sexual Assault"
"2968",NA,"1/10/18",NA,116894,"Auckland.","Common Assault"
"2969",NA,"1/10/18",NA,116901,"Auckland.","Serious Assault Not Resulting in Injury"
"2970",NA,"1/10/18",NA,116909,"Hamilton City.","Common Assault"
"2971",NA,"1/10/18",NA,116911,"Auckland.","Serious Assault Not Resulting in Injury"
"2972",NA,"1/10/18",NA,116919,"Auckland.","Common Assault"
"2973",NA,"1/10/18",NA,116924,"Auckland.","Common Assault"
"2974",NA,"1/10/18",NA,116926,"Timaru District.","Serious Assault Not Resulting in Injury"
"2975",NA,"1/10/18",NA,116931,"Christchurch City.","Serious Assault Not Resulting in Injury"
"2976",NA,"1/10/18",NA,116934,"Auckland.","Common Assault"
"2977",NA,"1/10/18",NA,116939,"Southland District.","Common Assault"
"2978",NA,"1/10/18",NA,116946,"Auckland.","Serious Assault Not Resulting in Injury"
"2979",NA,"1/10/18",NA,116956,"Hastings District.","Serious Assault Not Resulting in Injury"
"2980",NA,"1/10/18",NA,116959,"Kapiti Coast District.","Common Assault"
"2981",NA,"1/10/18",NA,116966,"Auckland.","Serious Assault Not Resulting in Injury"
"2982",NA,"1/10/18",NA,116969,"Auckland.","Common Assault"
"2983",NA,"1/10/18",NA,116974,"New Plymouth District.","Common Assault"
"2984",NA,"1/10/18",NA,116981,"Opotiki District.","Serious Assault Not Resulting in Injury"
"2985",NA,"1/10/18",NA,116986,"Western Bay of Plenty District.","Serious Assault Not Resulting in Injury"
"2986",NA,"1/10/18",NA,116989,"Auckland.","Common Assault"
"2987",NA,"1/10/18",NA,117005,"Wellington City.","Aggravated Sexual Assault"
"2988",NA,"1/10/18",NA,117010,"Wellington City.","Aggravated Sexual Assault"
"2989",NA,"1/11/18",NA,117299,"Kapiti Coast District.","Common Assault"
"2990",NA,"1/11/18",NA,117304,"Wanganui District.","Common Assault"
"2991",NA,"1/11/18",NA,117309,"Auckland.","Common Assault"
"2992",NA,"1/11/18",NA,117314,"Rotorua District.","Common Assault"
"2993",NA,"1/11/18",NA,117319,"Lower Hutt City.","Common Assault"
"2994",NA,"1/11/18",NA,117324,"Auckland.","Common Assault"
"2995",NA,"1/11/18",NA,117329,"Horowhenua District.","Common Assault"
"2996",NA,"1/11/18",NA,117331,"Auckland.","Serious Assault Not Resulting in Injury"
"2997",NA,"1/11/18",NA,117336,"Whangarei District.","Serious Assault Not Resulting in Injury"
"2998",NA,"1/11/18",NA,117341,"Auckland.","Serious Assault Not Resulting in Injury"
"2999",NA,"1/11/18",NA,117343,"Auckland.","Serious Assault Resulting in Injury"
"3000",NA,"1/11/18",NA,117348,"Thames-Coromandel District.","Serious Assault Resulting in Injury"
"3001",NA,"1/11/18",NA,117353,"Auckland.","Serious Assault Resulting in Injury"
"3002",NA,"1/11/18",NA,117359,"Christchurch City.","Common Assault"
"3003",NA,"1/11/18",NA,117364,"Marlborough District.","Common Assault"
"3004",NA,"1/11/18",NA,117369,"Auckland.","Common Assault"
"3005",NA,"1/11/18",NA,117374,"Hamilton City.","Common Assault"
"3006",NA,"1/11/18",NA,117379,"Wellington City.","Common Assault"
"3007",NA,"1/11/18",NA,117384,"Auckland.","Common Assault"
"3008",NA,"1/11/18",NA,117386,"Wellington City.","Serious Assault Not Resulting in Injury"
"3009",NA,"1/11/18",NA,117393,"New Plymouth District.","Serious Assault Resulting in Injury"
"3010",NA,"1/11/18",NA,117398,"Tauranga City.","Serious Assault Resulting in Injury"
"3011",NA,"1/11/18",NA,117404,"Invercargill City.","Common Assault"
"3012",NA,"1/11/18",NA,117409,"South Waikato District.","Common Assault"
"3013",NA,"1/11/18",NA,117414,"Gisborne District.","Common Assault"
"3014",NA,"1/11/18",NA,117419,"Horowhenua District.","Common Assault"
"3015",NA,"1/11/18",NA,117424,"New Plymouth District.","Common Assault"
"3016",NA,"1/11/18",NA,117429,"Dunedin City.","Common Assault"
"3017",NA,"1/11/18",NA,117436,"Dunedin City.","Serious Assault Not Resulting in Injury"
"3018",NA,"1/11/18",NA,117441,"Auckland.","Serious Assault Not Resulting in Injury"
"3019",NA,"1/11/18",NA,117443,"Lower Hutt City.","Serious Assault Resulting in Injury"
"3020",NA,"1/11/18",NA,117448,"Tauranga City.","Serious Assault Resulting in Injury"
"3021",NA,"1/11/18",NA,117453,"Carterton District.","Serious Assault Resulting in Injury"
"3022",NA,"1/11/18",NA,117458,"Auckland.","Serious Assault Resulting in Injury"
"3023",NA,"1/11/18",NA,117459,"Christchurch City.","Common Assault"
"3024",NA,"1/11/18",NA,117464,"Auckland.","Common Assault"
"3025",NA,"1/11/18",NA,117469,"Wellington City.","Common Assault"
"3026",NA,"1/11/18",NA,117474,"Gisborne District.","Common Assault"
"3027",NA,"1/11/18",NA,117479,"Gisborne District.","Common Assault"
"3028",NA,"1/11/18",NA,117484,"Auckland.","Common Assault"
"3029",NA,"1/11/18",NA,117489,"Christchurch City.","Common Assault"
"3030",NA,"1/11/18",NA,117496,"Auckland.","Serious Assault Not Resulting in Injury"
"3031",NA,"1/11/18",NA,117501,"South Wairarapa District.","Serious Assault Not Resulting in Injury"
"3032",NA,"1/11/18",NA,117508,"Auckland.","Serious Assault Resulting in Injury"
"3033",NA,"1/11/18",NA,117513,"Invercargill City.","Serious Assault Resulting in Injury"
"3034",NA,"1/11/18",NA,117519,"Queenstown-Lakes District.","Common Assault"
"3035",NA,"1/11/18",NA,117524,"Auckland.","Common Assault"
"3036",NA,"1/11/18",NA,117529,"Auckland.","Common Assault"
"3037",NA,"1/11/18",NA,117534,"Hamilton City.","Common Assault"
"3038",NA,"1/11/18",NA,117539,"Tauranga City.","Common Assault"
"3039",NA,"1/11/18",NA,117544,"Lower Hutt City.","Common Assault"
"3040",NA,"1/11/18",NA,117546,"Tauranga City.","Serious Assault Not Resulting in Injury"
"3041",NA,"1/11/18",NA,117551,"Lower Hutt City.","Serious Assault Not Resulting in Injury"
"3042",NA,"1/11/18",NA,117553,"Auckland.","Serious Assault Resulting in Injury"
"3043",NA,"1/11/18",NA,117558,"Auckland.","Serious Assault Resulting in Injury"
"3044",NA,"1/11/18",NA,117564,"Auckland.","Common Assault"
"3045",NA,"1/11/18",NA,117569,"Marlborough District.","Common Assault"
"3046",NA,"1/11/18",NA,117574,"Marlborough District.","Common Assault"
