"","Original.Index","date","ANZSOC.Group","Area.Unit","Meshblock","Territorial.Authority"
"2628",114968,0001-07-18,"Serious Assault Resulting in Injury","Palmerston North Hospital.",1834100,"Palmerston North City."
"2629",114973,0001-07-18,"Serious Assault Resulting in Injury","Wiri.",780700,"Auckland."
"2630",114979,0001-07-18,"Common Assault","Oriental Bay.",2138200,"Wellington City."
"2631",114984,0001-07-18,"Common Assault","Nelson Park.",1428400,"Napier City."
"2632",114989,0001-07-18,"Common Assault","Pyes Pa.",1192114,"Tauranga City."
"2633",114994,0001-07-18,"Common Assault","Henderson North.",239300,"Auckland."
"2634",114996,0001-07-18,"Serious Assault Not Resulting in Injury","Tahunanui.",2333800,"Nelson City."
"2635",115003,0001-07-18,"Serious Assault Resulting in Injury","Tauranga South.",1169101,"Tauranga City."
"2636",115009,0001-07-18,"Common Assault","Bruce.",2988300,"Clutha District."
"2637",115014,0001-07-18,"Common Assault","Springleigh.",523200,"Auckland."
"2638",115019,0001-07-18,"Common Assault","Titahi Bay South.",2039800,"Porirua City."
"2639",115024,0001-07-18,"Common Assault","Hamilton Central.",910900,"Hamilton City."
"2640",115029,0001-07-18,"Common Assault","Thorndon-Tinakori Road.",2122700,"Wellington City."
"2641",115036,0001-07-18,"Serious Assault Not Resulting in Injury","Kuirau.",1233400,"Rotorua District."
"2642",115043,0001-07-18,"Serious Assault Resulting in Injury","Mt Eden North.",542700,"Auckland."
"2643",115048,0001-07-18,"Serious Assault Resulting in Injury","Elderslea.",1886000,"Upper Hutt City."
"2644",115049,0001-07-18,"Common Assault","Mangere Central.",740200,"Auckland."
"2645",115059,0001-07-18,"Common Assault","Aro Street-Nairn Street.",2159204,"Wellington City."
"2646",115064,0001-07-18,"Common Assault","Kaitaia West.",15200,"Far North District."
"2647",115069,0001-07-18,"Common Assault","Viscount.",737901,"Auckland."
"2648",115076,0001-07-18,"Serious Assault Not Resulting in Injury","Mahora.",1482900,"Hastings District."
"2649",115081,0001-07-18,"Serious Assault Not Resulting in Injury","Blenheim Central.",2297500,"Marlborough District."
"2650",115083,0001-07-18,"Serious Assault Resulting in Injury","Takanini South.",766301,"Auckland."
"2651",115115,0001-07-18,"Aggravated Sexual Assault","Rabbit Island.",2357701,"Tasman District."
"2652",115120,0001-07-18,"Aggravated Sexual Assault","999999",-43,"Auckland."
"2653",115122,0001-07-18,"Non-Aggravated Sexual Assault","Willis Street-Cambridge Terrace.",2131500,"Wellington City."
"2654",115130,0001-07-18,"Aggravated Sexual Assault","Rosehill.",805000,"Auckland."
"2655",116894,0001-10-18,"Common Assault","Howick Central.",646700,"Auckland."
"2656",116901,0001-10-18,"Serious Assault Not Resulting in Injury","Glenavon.",381200,"Auckland."
"2657",116909,0001-10-18,"Common Assault","Hamilton Lake.",932400,"Hamilton City."
"2658",116911,0001-10-18,"Serious Assault Not Resulting in Injury","-29",-29,"Auckland."
"2659",116919,0001-10-18,"Common Assault","Mangere Bridge.",722600,"Auckland."
"2660",116924,0001-10-18,"Common Assault","Stanmore Bay West.",173417,"Auckland."
"2661",116926,0001-10-18,"Serious Assault Not Resulting in Injury","Marchwiel.",2782900,"Timaru District."
"2662",116931,0001-10-18,"Serious Assault Not Resulting in Injury","Sydenham.",2618100,"Christchurch City."
"2663",116934,0001-10-18,"Common Assault","Ranui South.",238401,"Auckland."
"2664",116939,0001-10-18,"Common Assault","Otautau.",3177000,"Southland District."
"2665",116946,0001-10-18,"Serious Assault Not Resulting in Injury","Otahuhu West.",782800,"Auckland."
"2666",116956,0001-10-18,"Serious Assault Not Resulting in Injury","St Leonards.",1486400,"Hastings District."
"2667",116959,0001-10-18,"Common Assault","Otaihanga.",1999601,"Kapiti Coast District."
"2668",116966,0001-10-18,"Serious Assault Not Resulting in Injury","Walmsley.",576100,"Auckland."
"2669",116969,0001-10-18,"Common Assault","Beachhaven North.",342600,"Auckland."
"2670",116974,0001-10-18,"Common Assault","Okato.",1553500,"New Plymouth District."
"2671",116981,0001-10-18,"Serious Assault Not Resulting in Injury","Te Kaha.",1333600,"Opotiki District."
"2672",116986,0001-10-18,"Serious Assault Not Resulting in Injury","Te Puke East.",1215000,"Western Bay of Plenty District."
"2673",116989,0001-10-18,"Common Assault","Glen Eden East.",286900,"Auckland."
"2674",117005,0001-10-18,"Aggravated Sexual Assault","Lambton.",2127500,"Wellington City."
"2675",117010,0001-10-18,"Aggravated Sexual Assault","Grenada North.",2086103,"Wellington City."
"2676",117299,0001-11-18,"Common Assault","Otaki.",1877400,"Kapiti Coast District."
"2677",117304,0001-11-18,"Common Assault","Mosston.",1715500,"Wanganui District."
"2678",117309,0001-11-18,"Common Assault","Leabank.",772903,"Auckland."
"2679",117314,0001-11-18,"Common Assault","Owhata West.",1254410,"Rotorua District."
"2680",117319,0001-11-18,"Common Assault","Naenae North.",1956500,"Lower Hutt City."
"2681",117324,0001-11-18,"Common Assault","Pakuranga East.",690700,"Auckland."
"2682",117329,0001-11-18,"Common Assault","Levin South.",1873100,"Horowhenua District."
"2683",117331,0001-11-18,"Serious Assault Not Resulting in Injury","Red Beach West.",172702,"Auckland."
"2684",117336,0001-11-18,"Serious Assault Not Resulting in Injury","Tikipunga West.",86105,"Whangarei District."
"2685",117341,0001-11-18,"Serious Assault Not Resulting in Injury","Weiti River.",175400,"Auckland."
"2686",117343,0001-11-18,"Serious Assault Resulting in Injury","Lynnmall.",265100,"Auckland."
"2687",117348,0001-11-18,"Serious Assault Resulting in Injury","Hikuai.",1056300,"Thames-Coromandel District."
"2688",117353,0001-11-18,"Serious Assault Resulting in Injury","Freemans Bay.",414900,"Auckland."
"2689",117359,0001-11-18,"Common Assault","Woolston West.",2592400,"Christchurch City."
"2690",117364,0001-11-18,"Common Assault","Whitney.",2299200,"Marlborough District."
"2691",117369,0001-11-18,"Common Assault","Manukau Central.",780209,"Auckland."
"2692",117374,0001-11-18,"Common Assault","Hamilton Lake.",930102,"Hamilton City."
"2693",117379,0001-11-18,"Common Assault","Johnsonville Central.",2082400,"Wellington City."
"2694",117384,0001-11-18,"Common Assault","Harania East.",732902,"Auckland."
"2695",117386,0001-11-18,"Serious Assault Not Resulting in Injury","Adelaide.",2148800,"Wellington City."
"2696",117393,0001-11-18,"Serious Assault Resulting in Injury","Waitara East.",1549904,"New Plymouth District."
"2697",117398,0001-11-18,"Serious Assault Resulting in Injury","Judea.",1162502,"Tauranga City."
"2698",117404,0001-11-18,"Common Assault","Otakaro Park.",3108100,"Invercargill City."
"2699",117409,0001-11-18,"Common Assault","Stanley Park.",1138400,"South Waikato District."
"2700",117414,0001-11-18,"Common Assault","Tamarau.",1385000,"Gisborne District."
"2701",117419,0001-11-18,"Common Assault","Lake Horowhenua.",1855500,"Horowhenua District."
"2702",117424,0001-11-18,"Common Assault","Fitzroy.",1599600,"New Plymouth District."
"2703",117429,0001-11-18,"Common Assault","Fernhill.",2897300,"Dunedin City."
"2704",117436,0001-11-18,"Serious Assault Not Resulting in Injury","Taieri.",2974701,"Dunedin City."
"2705",117441,0001-11-18,"Serious Assault Not Resulting in Injury","Paremoremo East.",179600,"Auckland."
"2706",117443,0001-11-18,"Serious Assault Resulting in Injury","Epuni West.",1945300,"Lower Hutt City."
"2707",117448,0001-11-18,"Serious Assault Resulting in Injury","Tauranga Hospital.",1166903,"Tauranga City."
"2708",117453,0001-11-18,"Serious Assault Resulting in Injury","Carterton.",2258900,"Carterton District."
"2709",117458,0001-11-18,"Serious Assault Resulting in Injury","Pukekohe West.",821303,"Auckland."
"2710",117459,0001-11-18,"Common Assault","Wigram.",2480700,"Christchurch City."
"2711",117464,0001-11-18,"Common Assault","Auckland Central West.",435201,"Auckland."
"2712",117469,0001-11-18,"Common Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City."
"2713",117474,0001-11-18,"Common Assault","Gisborne Central.",1371800,"Gisborne District."
"2714",117479,0001-11-18,"Common Assault","Tamarau.",1384902,"Gisborne District."
"2715",117484,0001-11-18,"Common Assault","Auckland Harbourside.",438214,"Auckland."
"2716",117489,0001-11-18,"Common Assault","Wainoni.",2568500,"Christchurch City."
"2717",117496,0001-11-18,"Serious Assault Not Resulting in Injury","Kaipatiki.",186500,"Auckland."
"2718",117501,0001-11-18,"Serious Assault Not Resulting in Injury","Featherston.",2269200,"South Wairarapa District."
"2719",117508,0001-11-18,"Serious Assault Resulting in Injury","Windsor Park.",180826,"Auckland."
"2720",117513,0001-11-18,"Serious Assault Resulting in Injury","Makarewa.",3090700,"Invercargill City."
"2721",117519,0001-11-18,"Common Assault","Queenstown Bay.",3033500,"Queenstown-Lakes District."
"2722",117524,0001-11-18,"Common Assault","Half Moon Bay.",678900,"Auckland."
"2723",117529,0001-11-18,"Common Assault","Rosehill.",805000,"Auckland."
"2724",117534,0001-11-18,"Common Assault","Bryant.",899400,"Hamilton City."
"2725",117539,0001-11-18,"Common Assault","Tauranga Central.",1164600,"Tauranga City."
"2726",117544,0001-11-18,"Common Assault","Esplanade.",2027300,"Lower Hutt City."
"2727",117546,0001-11-18,"Serious Assault Not Resulting in Injury","Bethlehem.",1190301,"Tauranga City."
"2728",117551,0001-11-18,"Serious Assault Not Resulting in Injury","Hutt Central.",1968100,"Lower Hutt City."
"2729",117553,0001-11-18,"Serious Assault Resulting in Injury","Mangere South.",727901,"Auckland."
"2730",117558,0001-11-18,"Serious Assault Resulting in Injury","Massey Park.",797200,"Auckland."
"2731",117564,0001-11-18,"Common Assault","Henderson North.",239105,"Auckland."
"2732",117569,0001-11-18,"Common Assault","Blenheim Central.",2299400,"Marlborough District."
"2733",117574,0001-11-18,"Common Assault","Springlands.",2293000,"Marlborough District."
"2734",117579,0001-11-18,"Common Assault","Clendon South.",774431,"Auckland."
"2735",117584,0001-11-18,"Common Assault","Karori Park.",2109100,"Wellington City."
"2736",117589,0001-11-18,"Common Assault","Hamilton Lake.",930102,"Hamilton City."
"2737",117591,0001-11-18,"Serious Assault Not Resulting in Injury","Wairoa.",1389200,"Wairoa District."
"2738",117596,0001-11-18,"Serious Assault Not Resulting in Injury","Mahora.",1483900,"Hastings District."
"2739",117603,0001-11-18,"Serious Assault Resulting in Injury","North Harbour West.",179913,"Auckland."
"2740",117608,0001-11-18,"Serious Assault Resulting in Injury","Fordell-Kakatahi.",1687400,"Wanganui District."
"2741",117614,0001-11-18,"Common Assault","Katikati Community.",1183601,"Western Bay of Plenty District."
"2742",117618,0001-11-18,"Serious Assault Resulting in Injury","Wanganui Collegiate.",1722000,"Wanganui District."
"2743",117619,0001-11-18,"Common Assault","Manukau Central.",781200,"Auckland."
"2744",117624,0001-11-18,"Common Assault","Hunterville.",1728800,"Rangitikei District."
"2745",117629,0001-11-18,"Common Assault","Kawerau.",1315300,"Kawerau District."
"2746",117634,0001-11-18,"Common Assault","Porirua Central.",2052500,"Porirua City."
"2747",117639,0001-11-18,"Common Assault","Meadowbank South.",463703,"Auckland."
"2748",117644,0001-11-18,"Common Assault","Rosehill.",804701,"Auckland."
"2749",117651,0001-11-18,"Serious Assault Not Resulting in Injury","Blenheim Central.",2297700,"Marlborough District."
"2750",117658,0001-11-18,"Serious Assault Resulting in Injury","Judea.",1162300,"Tauranga City."
"2751",117663,0001-11-18,"Serious Assault Resulting in Injury","Richmond South.",2693500,"Christchurch City."
"2752",117705,0001-11-18,"Aggravated Sexual Assault","Point Chevalier South.",390801,"Auckland."
"2753",117710,0001-11-18,"Aggravated Sexual Assault","Anderson Park.",1504900,"Hastings District."
"2754",117722,0001-11-18,"Non-Aggravated Sexual Assault","Mangere Bridge.",724700,"Auckland."
"2755",118954,0001-03-18,"Common Assault","Otaihanga.",1999601,"Kapiti Coast District."
"2756",118959,0001-03-18,"Common Assault","Waiwhetu North.",1976800,"Lower Hutt City."
"2757",118964,0001-03-18,"Common Assault","Twyford.",1469703,"Hastings District."
"2758",118966,0001-03-18,"Serious Assault Not Resulting in Injury","Mt Eden East.",551700,"Auckland."
"2759",118968,0001-03-18,"Serious Assault Resulting in Injury","Miramar South.",2207201,"Wellington City."
"2760",118984,0001-03-18,"Common Assault","Sandringham West.",541800,"Auckland."
"2761",118986,0001-03-18,"Serious Assault Not Resulting in Injury","Flaxmere East.",1475100,"Hastings District."
"2762",118988,0001-03-18,"Serious Assault Resulting in Injury","Rangiuru.",1210000,"Western Bay of Plenty District."
"2763",118989,0001-03-18,"Common Assault","Weymouth East.",774003,"Auckland."
"2764",119000,0001-03-18,"Aggravated Sexual Assault","Cromwell.",3029303,"Central Otago District."
"2765",120369,0001-12-18,"Common Assault","Waitara East.",1549903,"New Plymouth District."
"2766",120379,0001-12-18,"Common Assault","Havelock North Central.",1508200,"Hastings District."
"2767",120381,0001-12-18,"Serious Assault Not Resulting in Injury","Lochain.",1474300,"Hastings District."
"2768",120384,0001-12-18,"Common Assault","Aranui.",2575900,"Christchurch City."
"2769",120393,0001-12-18,"Serious Assault Resulting in Injury","Crawshaw.",906301,"Hamilton City."
"2770",120394,0001-12-18,"Common Assault","Takaro.",1822300,"Palmerston North City."
"2771",120403,0001-12-18,"Serious Assault Resulting in Injury","Onewhero.",846000,"Waikato District."
"2772",120408,0001-12-18,"Serious Assault Resulting in Injury","Tarrangower.",1033800,"Ruapehu District."
"2773",120409,0001-12-18,"Common Assault","Point Chevalier South.",391200,"Auckland."
"2774",120413,0001-12-18,"Serious Assault Resulting in Injury","Favona West.",729902,"Auckland."
"2775",120419,0001-12-18,"Common Assault","Struan Park.",1569000,"New Plymouth District."
"2776",120423,0001-12-18,"Serious Assault Resulting in Injury","Royal Heights.",225901,"Auckland."
"2777",121929,0001-08-18,"Common Assault","Mahia.",1400300,"Wairoa District."
"2778",121934,0001-08-18,"Common Assault","Waitakere.",230001,"Auckland."
"2779",121939,0001-08-18,"Common Assault","Waimataitai.",2781000,"Timaru District."
"2780",121943,0001-08-18,"Serious Assault Resulting in Injury","Camberley.",1478000,"Hastings District."
"2781",121944,0001-08-18,"Common Assault","Kerikeri.",49700,"Far North District."
"2782",121946,0001-08-18,"Serious Assault Not Resulting in Injury","Favona South.",730714,"Auckland."
"2783",121948,0001-08-18,"Serious Assault Resulting in Injury","Waihao.",2816500,"Waimate District."
"2784",122314,0001-03-19,"Common Assault","Helensville.",209100,"Auckland."
"2785",122319,0001-03-19,"Common Assault","Weymouth East.",774306,"Auckland."
"2786",122328,0001-03-19,"Serious Assault Resulting in Injury","Tokoroa Central.",1144500,"South Waikato District."
"2787",122334,0001-03-19,"Common Assault","Poets Corner.",1254404,"Rotorua District."
"2788",122339,0001-03-19,"Common Assault","Whatawhata.",978500,"Waikato District."
"2789",122341,0001-03-19,"Serious Assault Not Resulting in Injury","Gate Pa.",1171600,"Tauranga City."
"2790",122343,0001-03-19,"Serious Assault Resulting in Injury","Bronte.",2322600,"Nelson City."
"2791",122349,0001-03-19,"Common Assault","Hilltop.",1267705,"Taupo District."
"2792",122354,0001-03-19,"Common Assault","Rolleston North East.",2719303,"Selwyn District."
"2793",122359,0001-03-19,"Common Assault","Taupo Central.",1274300,"Taupo District."
"2794",122368,0001-03-19,"Serious Assault Resulting in Injury","Johnsonville Central.",2082800,"Wellington City."
"2795",122374,0001-03-19,"Common Assault","Taupo Central.",1274200,"Taupo District."
"2796",122379,0001-03-19,"Common Assault","Parnell West.",451400,"Auckland."
"2797",122384,0001-03-19,"Common Assault","Runanga-Rapahoe.",2415200,"Grey District."
"2798",122389,0001-03-19,"Common Assault","Upper Hutt Central.",1905700,"Upper Hutt City."
"2799",122391,0001-03-19,"Serious Assault Not Resulting in Injury","Hutt Central.",1967000,"Lower Hutt City."
